"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Feb 27 19:48:15 GMT 2025","Thu Feb 27 19:48:26 GMT 2025","11305","","","","","","Complete checkout process with multiple items for ""visual_user"" -- @1.5 ",""
"passed","Thu Feb 27 19:52:41 GMT 2025","Thu Feb 27 19:52:42 GMT 2025","942","","","","","","Sort products from A to Z",""
"passed","Thu Feb 27 19:52:38 GMT 2025","Thu Feb 27 19:52:39 GMT 2025","875","","","","","","User can logout successfully",""
"broken","Thu Feb 27 19:50:23 GMT 2025","Thu Feb 27 19:50:35 GMT 2025","11347","","","","","","Add multiple products to cart for standard_user -- @1.1 ",""
"broken","Thu Feb 27 19:51:25 GMT 2025","Thu Feb 27 19:51:36 GMT 2025","11287","","","","","","Remove product from cart for standard_user -- @1.1 ",""
"passed","Thu Feb 27 19:46:23 GMT 2025","Thu Feb 27 19:46:23 GMT 2025","296","","","","","","Failed login with missing password",""
"failed","Thu Feb 27 19:49:06 GMT 2025","Thu Feb 27 19:49:08 GMT 2025","1529","","","","","","Checkout process through product details pages for ""error_user"" -- @1.4 ",""
"passed","Thu Feb 27 19:46:22 GMT 2025","Thu Feb 27 19:46:23 GMT 2025","286","","","","","","Delete user successfully",""
"broken","Thu Feb 27 19:49:08 GMT 2025","Thu Feb 27 19:49:19 GMT 2025","11346","","","","","","Checkout process through product details pages for ""visual_user"" -- @1.5 ",""
"passed","Thu Feb 27 19:46:22 GMT 2025","Thu Feb 27 19:46:22 GMT 2025","303","","","","","","Update user using PATCH method",""
"passed","Thu Feb 27 19:52:35 GMT 2025","Thu Feb 27 19:52:36 GMT 2025","822","","","","","","Login as visual_user -- @1.5 ",""
"broken","Thu Feb 27 19:52:04 GMT 2025","Thu Feb 27 19:52:15 GMT 2025","11305","","","","","","Remove product from cart for error_user -- @1.4 ",""
"passed","Thu Feb 27 19:52:28 GMT 2025","Thu Feb 27 19:52:34 GMT 2025","5817","","","","","","Login as performance_glitch_user -- @1.3 ",""
"broken","Thu Feb 27 19:51:02 GMT 2025","Thu Feb 27 19:51:14 GMT 2025","11307","","","","","","Add multiple products to cart for error_user -- @1.4 ",""
"passed","Thu Feb 27 19:49:21 GMT 2025","Thu Feb 27 19:49:22 GMT 2025","1002","","","","","","Verify inventory functionality as standard_user -- @1.1 ",""
"broken","Thu Feb 27 19:46:33 GMT 2025","Thu Feb 27 19:46:44 GMT 2025","11313","","","","","","Add and remove items from cart as problem_user -- @1.2 ",""
