"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Feb 28 09:53:03 GMT 2025","Fri Feb 28 09:53:14 GMT 2025","11432","","","","","","Checkout process through product details pages for ""visual_user"" -- @1.5 ",""
"failed","Fri Feb 28 09:50:54 GMT 2025","Fri Feb 28 09:51:06 GMT 2025","11487","","","","","","Add and remove items from cart as error_user -- @1.4 ",""
"failed","Fri Feb 28 09:50:38 GMT 2025","Fri Feb 28 09:50:54 GMT 2025","16410","","","","","","Add and remove items from cart as performance_glitch_user -- @1.3 ",""
"failed","Fri Feb 28 09:51:57 GMT 2025","Fri Feb 28 09:52:09 GMT 2025","11350","","","","","","Complete checkout process with multiple items for ""error_user"" -- @1.4 ",""
"passed","Fri Feb 28 09:56:24 GMT 2025","Fri Feb 28 09:56:25 GMT 2025","873","","","","","","Login as standard_user -- @1.1 ",""
"failed","Fri Feb 28 09:56:01 GMT 2025","Fri Feb 28 09:56:12 GMT 2025","11367","","","","","","Remove product from cart for error_user -- @1.4 ",""
"failed","Fri Feb 28 09:52:20 GMT 2025","Fri Feb 28 09:52:21 GMT 2025","1029","","","","","","Complete checkout process with multiple items for ""locked_out_user"" -- @1.6 ",""
"passed","Fri Feb 28 09:50:02 GMT 2025","Fri Feb 28 09:50:05 GMT 2025","3180","","","","","","Get users list with different delay times -- @1.3 ",""
"passed","Fri Feb 28 09:53:16 GMT 2025","Fri Feb 28 09:53:17 GMT 2025","1056","","","","","","Verify inventory functionality as standard_user -- @1.1 ",""
"failed","Fri Feb 28 09:54:09 GMT 2025","Fri Feb 28 09:54:20 GMT 2025","11345","","","","","","Add product to cart - visual_user -- @1.5 ",""
"passed","Fri Feb 28 09:56:32 GMT 2025","Fri Feb 28 09:56:33 GMT 2025","850","","","","","","Login as visual_user -- @1.5 ",""
"failed","Fri Feb 28 09:51:41 GMT 2025","Fri Feb 28 09:51:57 GMT 2025","16365","","","","","","Complete checkout process with multiple items for ""performance_glitch_user"" -- @1.3 ",""
"passed","Fri Feb 28 09:49:58 GMT 2025","Fri Feb 28 09:49:59 GMT 2025","179","","","","","","Failed login with unregistered email",""
"failed","Fri Feb 28 09:54:31 GMT 2025","Fri Feb 28 09:54:43 GMT 2025","11357","","","","","","Add multiple products to cart for problem_user -- @1.2 ",""
"failed","Fri Feb 28 09:52:21 GMT 2025","Fri Feb 28 09:52:33 GMT 2025","11481","","","","","","Checkout process through product details pages for ""standard_user"" -- @1.1 ",""
"passed","Fri Feb 28 09:56:34 GMT 2025","Fri Feb 28 09:56:35 GMT 2025","891","","","","","","Login with incorrect password",""
"passed","Fri Feb 28 09:49:59 GMT 2025","Fri Feb 28 09:50:00 GMT 2025","1182","","","","","","Get users list with different delay times -- @1.1 ",""
"failed","Fri Feb 28 09:51:30 GMT 2025","Fri Feb 28 09:51:41 GMT 2025","11366","","","","","","Complete checkout process with multiple items for ""problem_user"" -- @1.2 ",""
"passed","Fri Feb 28 09:56:48 GMT 2025","Fri Feb 28 09:56:49 GMT 2025","786","","","","","","Login with empty username",""
"passed","Fri Feb 28 09:49:58 GMT 2025","Fri Feb 28 09:49:58 GMT 2025","183","","","","","","Delete user successfully",""
"failed","Fri Feb 28 09:56:36 GMT 2025","Fri Feb 28 09:56:47 GMT 2025","11383","","","","","","User can logout successfully",""
"failed","Fri Feb 28 09:55:33 GMT 2025","Fri Feb 28 09:55:44 GMT 2025","11353","","","","","","Remove product from cart for problem_user -- @1.2 ",""
"failed","Fri Feb 28 09:56:12 GMT 2025","Fri Feb 28 09:56:24 GMT 2025","11362","","","","","","Remove product from cart for visual_user -- @1.5 ",""
"passed","Fri Feb 28 09:56:25 GMT 2025","Fri Feb 28 09:56:26 GMT 2025","848","","","","","","Login as problem_user -- @1.2 ",""
"passed","Fri Feb 28 09:56:50 GMT 2025","Fri Feb 28 09:56:51 GMT 2025","974","","","","","","Sort products from Z to A",""
"failed","Fri Feb 28 09:50:26 GMT 2025","Fri Feb 28 09:50:38 GMT 2025","11408","","","","","","Add and remove items from cart as problem_user -- @1.2 ",""
"passed","Fri Feb 28 09:56:32 GMT 2025","Fri Feb 28 09:56:32 GMT 2025","869","","","","","","Login as error_user -- @1.4 ",""
"failed","Fri Feb 28 09:53:26 GMT 2025","Fri Feb 28 09:53:27 GMT 2025","1049","","","","","","Verify inventory functionality as locked_out_user -- @1.6 ",""
"passed","Fri Feb 28 09:53:18 GMT 2025","Fri Feb 28 09:53:24 GMT 2025","6049","","","","","","Verify inventory functionality as performance_glitch_user -- @1.3 ",""
"failed","Fri Feb 28 09:51:17 GMT 2025","Fri Feb 28 09:51:18 GMT 2025","1028","","","","","","Add and remove items from cart as locked_out_user -- @1.6 ",""
"passed","Fri Feb 28 09:56:47 GMT 2025","Fri Feb 28 09:56:48 GMT 2025","777","","","","","","Login with empty password",""
"passed","Fri Feb 28 09:50:22 GMT 2025","Fri Feb 28 09:50:26 GMT 2025","4239","","","","","","Add and remove items from cart as standard_user -- @1.1 ",""
"failed","Fri Feb 28 09:55:22 GMT 2025","Fri Feb 28 09:55:33 GMT 2025","11360","","","","","","Remove product from cart for standard_user -- @1.1 ",""
"failed","Fri Feb 28 09:53:28 GMT 2025","Fri Feb 28 09:53:41 GMT 2025","12359","","","","","","Add product to cart - problem_user -- @1.2 ",""
"failed","Fri Feb 28 09:54:20 GMT 2025","Fri Feb 28 09:54:31 GMT 2025","11354","","","","","","Add multiple products to cart for standard_user -- @1.1 ",""
"passed","Fri Feb 28 09:53:24 GMT 2025","Fri Feb 28 09:53:25 GMT 2025","1022","","","","","","Verify inventory functionality as error_user -- @1.4 ",""
"passed","Fri Feb 28 09:56:49 GMT 2025","Fri Feb 28 09:56:50 GMT 2025","949","","","","","","Sort products from A to Z",""
"failed","Fri Feb 28 09:54:59 GMT 2025","Fri Feb 28 09:55:10 GMT 2025","11367","","","","","","Add multiple products to cart for error_user -- @1.4 ",""
"passed","Fri Feb 28 09:49:58 GMT 2025","Fri Feb 28 09:49:58 GMT 2025","180","","","","","","Failed login with missing password",""
"failed","Fri Feb 28 09:53:01 GMT 2025","Fri Feb 28 09:53:03 GMT 2025","1715","","","","","","Checkout process through product details pages for ""error_user"" -- @1.4 ",""
"failed","Fri Feb 28 09:53:57 GMT 2025","Fri Feb 28 09:54:09 GMT 2025","11366","","","","","","Add product to cart - error_user -- @1.4 ",""
"failed","Fri Feb 28 09:53:17 GMT 2025","Fri Feb 28 09:53:18 GMT 2025","1288","","","","","","Verify inventory functionality as problem_user -- @1.2 ",""
"passed","Fri Feb 28 09:56:35 GMT 2025","Fri Feb 28 09:56:36 GMT 2025","868","","","","","","Login with typo in username",""
"passed","Fri Feb 28 09:56:26 GMT 2025","Fri Feb 28 09:56:32 GMT 2025","5876","","","","","","Login as performance_glitch_user -- @1.3 ",""
"passed","Fri Feb 28 09:49:58 GMT 2025","Fri Feb 28 09:49:58 GMT 2025","221","","","","","","Update user using PUT method",""
"failed","Fri Feb 28 09:54:43 GMT 2025","Fri Feb 28 09:54:59 GMT 2025","16388","","","","","","Add multiple products to cart for performance_glitch_user -- @1.3 ",""
"passed","Fri Feb 28 09:50:00 GMT 2025","Fri Feb 28 09:50:02 GMT 2025","2181","","","","","","Get users list with different delay times -- @1.2 ",""
"passed","Fri Feb 28 09:49:57 GMT 2025","Fri Feb 28 09:49:58 GMT 2025","180","","","","","","Successful login with valid credentials",""
"failed","Fri Feb 28 09:53:25 GMT 2025","Fri Feb 28 09:53:26 GMT 2025","1355","","","","","","Verify inventory functionality as visual_user -- @1.5 ",""
"failed","Fri Feb 28 09:53:41 GMT 2025","Fri Feb 28 09:53:57 GMT 2025","16399","","","","","","Add product to cart - performance_glitch_user -- @1.3 ",""
