"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Feb 28 09:53:40 GMT 2025","Fri Feb 28 09:53:41 GMT 2025","1011","","","","","","Verify inventory functionality as locked_out_user -- @1.6 ",""
"failed","Fri Feb 28 09:54:32 GMT 2025","Fri Feb 28 09:54:44 GMT 2025","11361","","","","","","Add multiple products to cart for standard_user -- @1.1 ",""
"failed","Fri Feb 28 09:53:17 GMT 2025","Fri Feb 28 09:53:28 GMT 2025","11396","","","","","","Checkout process through product details pages for ""visual_user"" -- @1.5 ",""
"passed","Fri Feb 28 09:50:37 GMT 2025","Fri Feb 28 09:50:40 GMT 2025","3329","","","","","","Add and remove items from cart as standard_user -- @1.1 ",""
"failed","Fri Feb 28 09:51:08 GMT 2025","Fri Feb 28 09:51:20 GMT 2025","11348","","","","","","Add and remove items from cart as error_user -- @1.4 ",""
"passed","Fri Feb 28 09:56:37 GMT 2025","Fri Feb 28 09:56:38 GMT 2025","845","","","","","","Login as problem_user -- @1.2 ",""
"passed","Fri Feb 28 09:50:25 GMT 2025","Fri Feb 28 09:50:27 GMT 2025","1167","","","","","","Get users list with different delay times -- @1.1 ",""
"failed","Fri Feb 28 09:53:15 GMT 2025","Fri Feb 28 09:53:17 GMT 2025","1685","","","","","","Checkout process through product details pages for ""error_user"" -- @1.4 ",""
"passed","Fri Feb 28 09:50:24 GMT 2025","Fri Feb 28 09:50:24 GMT 2025","36","","","","","","Retrieve users from page 2",""
"passed","Fri Feb 28 09:50:25 GMT 2025","Fri Feb 28 09:50:25 GMT 2025","160","","","","","","Failed login with missing password",""
"passed","Fri Feb 28 09:50:29 GMT 2025","Fri Feb 28 09:50:32 GMT 2025","3178","","","","","","Get users list with different delay times -- @1.3 ",""
"failed","Fri Feb 28 09:56:48 GMT 2025","Fri Feb 28 09:56:59 GMT 2025","11366","","","","","","User can logout successfully",""
"passed","Fri Feb 28 09:57:02 GMT 2025","Fri Feb 28 09:57:03 GMT 2025","933","","","","","","Sort products from Z to A",""
"failed","Fri Feb 28 09:54:44 GMT 2025","Fri Feb 28 09:54:55 GMT 2025","11339","","","","","","Add multiple products to cart for problem_user -- @1.2 ",""
"failed","Fri Feb 28 09:55:57 GMT 2025","Fri Feb 28 09:56:13 GMT 2025","16348","","","","","","Remove product from cart for performance_glitch_user -- @1.3 ",""
"passed","Fri Feb 28 09:56:47 GMT 2025","Fri Feb 28 09:56:48 GMT 2025","901","","","","","","Login with typo in username",""
"failed","Fri Feb 28 09:55:34 GMT 2025","Fri Feb 28 09:55:45 GMT 2025","11346","","","","","","Remove product from cart for standard_user -- @1.1 ",""
"failed","Fri Feb 28 09:54:55 GMT 2025","Fri Feb 28 09:55:11 GMT 2025","16348","","","","","","Add multiple products to cart for performance_glitch_user -- @1.3 ",""
"failed","Fri Feb 28 09:54:10 GMT 2025","Fri Feb 28 09:54:21 GMT 2025","11332","","","","","","Add product to cart - error_user -- @1.4 ",""
"failed","Fri Feb 28 09:52:34 GMT 2025","Fri Feb 28 09:52:35 GMT 2025","1064","","","","","","Complete checkout process with multiple items for ""locked_out_user"" -- @1.6 ",""
"failed","Fri Feb 28 09:51:32 GMT 2025","Fri Feb 28 09:51:44 GMT 2025","11346","","","","","","Complete checkout process with multiple items for ""standard_user"" -- @1.1 ",""
"passed","Fri Feb 28 09:53:41 GMT 2025","Fri Feb 28 09:53:42 GMT 2025","926","","","","","","Add product to cart - standard_user -- @1.1 ",""
"passed","Fri Feb 28 09:57:00 GMT 2025","Fri Feb 28 09:57:01 GMT 2025","765","","","","","","Login with empty username",""
"failed","Fri Feb 28 09:53:30 GMT 2025","Fri Feb 28 09:53:32 GMT 2025","1255","","","","","","Verify inventory functionality as problem_user -- @1.2 ",""
"failed","Fri Feb 28 09:53:28 GMT 2025","Fri Feb 28 09:53:29 GMT 2025","995","","","","","","Checkout process through product details pages for ""locked_out_user"" -- @1.6 ",""
"failed","Fri Feb 28 09:56:24 GMT 2025","Fri Feb 28 09:56:36 GMT 2025","11353","","","","","","Remove product from cart for visual_user -- @1.5 ",""
"failed","Fri Feb 28 09:53:53 GMT 2025","Fri Feb 28 09:54:10 GMT 2025","16359","","","","","","Add product to cart - performance_glitch_user -- @1.3 ",""
"failed","Fri Feb 28 09:52:23 GMT 2025","Fri Feb 28 09:52:34 GMT 2025","11337","","","","","","Complete checkout process with multiple items for ""visual_user"" -- @1.5 ",""
"passed","Fri Feb 28 09:56:46 GMT 2025","Fri Feb 28 09:56:47 GMT 2025","864","","","","","","Login with incorrect password",""
"failed","Fri Feb 28 09:55:45 GMT 2025","Fri Feb 28 09:55:57 GMT 2025","11365","","","","","","Remove product from cart for problem_user -- @1.2 ",""
"passed","Fri Feb 28 09:56:59 GMT 2025","Fri Feb 28 09:57:00 GMT 2025","749","","","","","","Login with empty password",""
"passed","Fri Feb 28 09:56:45 GMT 2025","Fri Feb 28 09:56:45 GMT 2025","880","","","","","","Login as visual_user -- @1.5 ",""
"failed","Fri Feb 28 09:52:35 GMT 2025","Fri Feb 28 09:52:47 GMT 2025","11435","","","","","","Checkout process through product details pages for ""standard_user"" -- @1.1 ",""
"failed","Fri Feb 28 09:52:11 GMT 2025","Fri Feb 28 09:52:23 GMT 2025","11332","","","","","","Complete checkout process with multiple items for ""error_user"" -- @1.4 ",""
"failed","Fri Feb 28 09:50:52 GMT 2025","Fri Feb 28 09:51:08 GMT 2025","16364","","","","","","Add and remove items from cart as performance_glitch_user -- @1.3 ",""
"passed","Fri Feb 28 09:56:45 GMT 2025","Fri Feb 28 09:56:46 GMT 2025","900","","","","","","Login with locked out user",""
"failed","Fri Feb 28 09:51:31 GMT 2025","Fri Feb 28 09:51:32 GMT 2025","1027","","","","","","Add and remove items from cart as locked_out_user -- @1.6 ",""
"passed","Fri Feb 28 09:50:24 GMT 2025","Fri Feb 28 09:50:24 GMT 2025","168","","","","","","Successful login with valid credentials",""
"passed","Fri Feb 28 09:56:38 GMT 2025","Fri Feb 28 09:56:44 GMT 2025","5867","","","","","","Login as performance_glitch_user -- @1.3 ",""
"passed","Fri Feb 28 09:50:25 GMT 2025","Fri Feb 28 09:50:25 GMT 2025","164","","","","","","Delete user successfully",""
"passed","Fri Feb 28 09:50:25 GMT 2025","Fri Feb 28 09:50:25 GMT 2025","165","","","","","","Update user using PATCH method",""
"failed","Fri Feb 28 09:52:47 GMT 2025","Fri Feb 28 09:52:58 GMT 2025","11883","","","","","","Checkout process through product details pages for ""problem_user"" -- @1.2 ",""
"failed","Fri Feb 28 09:52:58 GMT 2025","Fri Feb 28 09:53:15 GMT 2025","16414","","","","","","Checkout process through product details pages for ""performance_glitch_user"" -- @1.3 ",""
"failed","Fri Feb 28 09:55:11 GMT 2025","Fri Feb 28 09:55:23 GMT 2025","11349","","","","","","Add multiple products to cart for error_user -- @1.4 ",""
"failed","Fri Feb 28 09:53:39 GMT 2025","Fri Feb 28 09:53:40 GMT 2025","1313","","","","","","Verify inventory functionality as visual_user -- @1.5 ",""
